player_id	EFscore	RAA	Wins	series_id
DC Jurel	0.09943452492340685	97.62042514463172	0.3125289144139399	ipl2026
M Prasidh Krishna	0.09874391755071771	87.00522840613496	0.2785446748651202	ipl2026
SV Samson	0.09698216012568492	149.058905470782	0.47720769338480357	ipl2026
C Bosch	0.09673978626392231	187.94109452921776	0.6016878758718878	ipl2026
JR Hazlewood	0.09263014054819195	-28.807598369248126	-0.09222667727450479	ipl2026
Arshdeep Singh	0.09223222814258625	-90.6204251446319	-0.29011862069050764	ipl2026
AM Ghazanfar	0.09207062225095054	67.19240163075159	0.2151144937897152	ipl2026
Brijesh Sharma	0.09021649979184504	-5.620425144631838	-0.01799362547739523	ipl2026
AR Patel	0.08963661966111418	-119.37434644923337	-0.3821734524243063	ipl2026
PP Hinge	0.08876937263697723	97.56674807998479	0.31235706887323283	ipl2026
Washington Sundar	0.08862652762435219	24.684559021549035	0.07902688830090374	ipl2026
Mohammed Shami	0.08522845885398632	-168.4973857969327	-0.5394394153342617	ipl2026
SN Thakur	0.0844689582438175	70.12826775383445	0.22451358266842417	ipl2026
L Ngidi	0.08222939035369646	-1.0589054707822925	-0.0033900546607972906	ipl2026
Noor Ahmad	0.08166213431841254	-106.8717322461656	-0.3421467014812333	ipl2026
RK Singh	0.08121634983468931	140.9358661230828	0.4512020222835263	ipl2026
TM Head	0.080105696390092	-14.379574855368332	-0.046035785160984666	ipl2026
YBK Jaiswal	0.07937949789904052	4.620425144631895	0.014792154945476445	ipl2026
D Padikkal	0.07642062857582843	46.62042514463161	0.14925391728607218	ipl2026
NT Tilak Varma	0.07593158456455747	31.058905470781895	0.09943417061836504	ipl2026
HH Pandya	0.07517021997207399	-187.06413387691748	-0.598880312185896	ipl2026
MA Starc	0.07253092665372673	115.94109452921793	0.37118199757372267	ipl2026
Mohsin Khan	0.07069107317001933	43.315440978451136	0.13867310786958661	ipl2026
YS Chahal	0.06995368266578235	-10.24607869539875	-0.03280251901104184	ipl2026
FH Allen	0.06898392383172988	50.871732246165436	0.16286435169377056	ipl2026
Kartik Sharma	0.06870862919198661	56.497385796932406	0.1808747157593363	ipl2026
Ravi Bishnoi	0.06781435490491038	19.315440978450965	0.061837815103530834	ipl2026
VG Arora	0.06717216287860674	-48.05890547078218	-0.1538591696609884	ipl2026
T Stubbs	0.06634706308292493	91.1230393476992	0.2917277252505516	ipl2026
JP Inglis	0.06625598108629083	116.93586612308283	0.3743667295174712	ipl2026
S Dube	0.0660267866267928	29.12303934769926	0.09323655227157578	ipl2026
D Ferreira	0.06529883264002864	67.31021257231583	0.21549166204747075	ipl2026
M Jansen	0.06514150142711123	-268.9358661230828	-0.8609902503691541	ipl2026
RR Pant	0.06406024325030622	43.68455902154909	0.1398548284073643	ipl2026
MP Stoinis	0.06395338434516827	34.56151967384949	0.11064768677416678	ipl2026
AM Rahane	0.06361375317203403	-22.753921304601363	-0.07284600854228446	ipl2026
AS Roy	0.06312584917210105	-37.9358661230828	-0.12145055749587265	ipl2026
Kuldeep Yadav	0.0631221691547672	-128.49738579693252	-0.4113805940575023	ipl2026
Yash Raj Punja	0.06310237241777326	-4.684559021549035	-0.014997477662524386	ipl2026
RD Gaikwad	0.06252419691161344	-20.753921304601477	-0.06644306747844689	ipl2026
R Parag	0.06127551434703907	-55.94109452921816	-0.1790937656585853	ipl2026
Mukesh Choudhary	0.06066133410363879	1.502614203067651	0.004810575091963989	ipl2026
Naman Dhir	0.06054728984831757	-39.75392130460142	-0.1272710075849071	ipl2026
DL Chahar	0.06027847464482254	-52.12303934769926	-0.16687037450571204	ipl2026
Suyash Sharma	0.059904354092356324	-99.68455902154898	-0.3191371781948261	ipl2026
Sameer Rizvi	0.05956138664560135	43.310212572315834	0.13865636928141553	ipl2026
RG Sharma	0.059038156651273405	44.497385796932406	0.1424570693763087	ipl2026
TH David	0.058444837110198655	18.68455902154892	0.05981806510938957	ipl2026
